"species_id"	"host"	"species.host"	"nb_sites_within"	"depth_within"	"snps_within"	"pi_within"	"snps_kb_within"	"pi_bp_within"	"nb_host"	"nb_sites_between"	"snps_between"	"pi_between"	"snps_kb_between"	"pi_bp_between"
"Acidaminococcus_intestini_54097"	"HMP_SRS015264"	"Acidaminococcus_intestini_54097.HMP_SRS015264"	989298	9265312	2750	524.85750922	2.77974887243	0.000530535297979	11	991137	38833	2546.85913342311	39.1802545965	0.00256963379777277
"Akkermansia_muciniphila_55290"	"HMP_SRS022713"	"Akkermansia_muciniphila_55290.HMP_SRS022713"	798189	20240604	2663	211.9745448	3.33630255491	0.000265569363647	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS075773"	"Akkermansia_muciniphila_55290.HMP_SRS075773"	799915	20775427	13944	1056.0762785	17.4318521343	0.00132023562316	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS098061"	"Akkermansia_muciniphila_55290.HMP_SRS098061"	798560	10389699	5285	776.20380118	6.61816269285	0.000972004359322	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS014855"	"Akkermansia_muciniphila_55290.HMP_SRS014855"	799991	11135905	12866	1826.93925878	16.0826809302	0.0022836997651	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS015133"	"Akkermansia_muciniphila_55290.HMP_SRS015133"	796697	24309031	5945	381.11947278	7.462058976	0.0004783744294	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS893373"	"Akkermansia_muciniphila_55290.HMP_SRS893373"	773947	4665587	750	197.78223414	0.969058604788	0.000255550101157	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS014979"	"Akkermansia_muciniphila_55290.HMP_SRS014979"	800153	52563498	13517	435.576429091	16.8930192101	0.000544366426284	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS011134"	"Akkermansia_muciniphila_55290.HMP_SRS011134"	793683	7088532	4108	817.93941718	5.1758699632	0.00103056184545	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS1041039"	"Akkermansia_muciniphila_55290.HMP_SRS1041039"	799741	8966905	1235	201.5916645	1.54424995092	0.000252071188672	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS015663"	"Akkermansia_muciniphila_55290.HMP_SRS015663"	799579	16375431	3343	319.45290102	4.18095022506	0.000399526377031	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS015579"	"Akkermansia_muciniphila_55290.HMP_SRS015579"	799925	12124922	23445	3195.22233126	29.3089977185	0.0039944023893	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS016132"	"Akkermansia_muciniphila_55290.HMP_SRS016132"	800153	65218241	86237	2746.16730197	107.775637909	0.00343205274737	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS075878"	"Akkermansia_muciniphila_55290.HMP_SRS075878"	768327	4674486	2916	800.84693412	3.79525904986	0.00104232564275	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS017103"	"Akkermansia_muciniphila_55290.HMP_SRS017103"	800026	23237637	5334	365.20695996	6.66728331329	0.000456493863899	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS075716"	"Akkermansia_muciniphila_55290.HMP_SRS075716"	799338	9640187	7245	1169.170172	9.06375025333	0.00146267307697	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS054905"	"Akkermansia_muciniphila_55290.HMP_SRS054905"	800140	19962804	22243	1911.29837048	27.7988851951	0.00238870493974	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS056481"	"Akkermansia_muciniphila_55290.HMP_SRS056481"	799583	17124731	11197	1093.13145938	14.0035493501	0.00136712693914	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS893382"	"Akkermansia_muciniphila_55290.HMP_SRS893382"	798022	7745735	1787	327.74317596	2.23928663621	0.000410694411883	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS893383"	"Akkermansia_muciniphila_55290.HMP_SRS893383"	796571	11615478	3709	481.35020024	4.65620767013	0.000604277836175	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS1041036"	"Akkermansia_muciniphila_55290.HMP_SRS1041036"	791830	5937516	690	156.01910486	0.871399163962	0.000197036112373	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS1041031"	"Akkermansia_muciniphila_55290.HMP_SRS1041031"	797782	20332237	2707	206.60550966	3.39315752925	0.000258974894971	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS1041033"	"Akkermansia_muciniphila_55290.HMP_SRS1041033"	800072	70738959	5743	211.997472647	7.17810397064	0.00026497299324	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS018623"	"Akkermansia_muciniphila_55290.HMP_SRS018623"	799787	9461227	12131	1991.8641387	15.1677884237	0.00249049326721	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS013687"	"Akkermansia_muciniphila_55290.HMP_SRS013687"	798643	27620675	6596	380.60526322	8.2590093446	0.000476564952325	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS013098"	"Akkermansia_muciniphila_55290.HMP_SRS013098"	799991	33765039	20864	990.636184928	26.0802934033	0.00123830916214	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS1055056"	"Akkermansia_muciniphila_55290.HMP_SRS1055056"	796855	6952722	789	162.17641746	0.990142497694	0.000203520612232	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS019693"	"Akkermansia_muciniphila_55290.HMP_SRS019693"	784880	5388537	6963	1799.80079946	8.87141983488	0.00229309040804	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS893170"	"Akkermansia_muciniphila_55290.HMP_SRS893170"	771024	4778332	1554	407.81483932	2.01550146299	0.000528926258223	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS021948"	"Akkermansia_muciniphila_55290.HMP_SRS021948"	800110	15337482	5850	584.7206769	7.31149466948	0.000730800361075	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS075821"	"Akkermansia_muciniphila_55290.HMP_SRS075821"	799744	13214040	17836	2104.31068106	22.3021366837	0.00263123034504	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS019968"	"Akkermansia_muciniphila_55290.HMP_SRS019968"	792674	6652816	1974	414.51008974	2.49030496774	0.000522926309858	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS020869"	"Akkermansia_muciniphila_55290.HMP_SRS020869"	795907	7643352	2884	535.80614324	3.62353893106	0.000673201948519	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS013940"	"Akkermansia_muciniphila_55290.HMP_SRS013940"	783502	5056530	8627	2317.95783912	11.0108206488	0.00295845810109	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS097920"	"Akkermansia_muciniphila_55290.HMP_SRS097920"	796053	7194588	4815	954.36558136	6.04859224197	0.00119887191099	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS018936"	"Akkermansia_muciniphila_55290.HMP_SRS018936"	800089	28201657	35132	2189.96045196	43.9101149997	0.00273714605745	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS020328"	"Akkermansia_muciniphila_55290.HMP_SRS020328"	800076	47375462	21336	728.764550872	26.6674665907	0.00091086915602	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS017521"	"Akkermansia_muciniphila_55290.HMP_SRS017521"	797996	8447068	1656	288.2092095	2.07519837192	0.000361166233289	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS016018"	"Akkermansia_muciniphila_55290.HMP_SRS016018"	799875	9654139	1698	261.91922892	2.12283169245	0.000327450200244	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS018836"	"Akkermansia_muciniphila_55290.HMP_SRS018836"	773600	4612880	5420	1558.72128174	7.00620475698	0.0020148930736	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS019601"	"Akkermansia_muciniphila_55290.HMP_SRS019601"	799573	23846878	5350	365.33954242	6.69107135934	0.000456918308172	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS077392"	"Akkermansia_muciniphila_55290.HMP_SRS077392"	800137	40954363	28956	1141.92085312	36.1888026675	0.00142715666582	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS1041142"	"Akkermansia_muciniphila_55290.HMP_SRS1041142"	798905	30012041	3688	195.3414239	4.61631858606	0.000244511454929	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Akkermansia_muciniphila_55290"	"HMP_SRS023715"	"Akkermansia_muciniphila_55290.HMP_SRS023715"	800136	22713477	13640	945.70774322	17.0471019927	0.00118193375029	43	800153	30992	7782.07387325491	38.7325923917	0.00972573229526717
"Alistipes_finegoldii_56071"	"HMP_SRS046502"	"Alistipes_finegoldii_56071.HMP_SRS046502"	159082	1561556	1941	382.94361198	12.2012546988	0.00240720893615	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS893259"	"Alistipes_finegoldii_56071.HMP_SRS893259"	150016	799519	67	19.93715002	0.446619027304	0.00013290015745	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS075773"	"Alistipes_finegoldii_56071.HMP_SRS075773"	159220	1616560	1089	195.16908226	6.83959301595	0.00122578245359	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS045713"	"Alistipes_finegoldii_56071.HMP_SRS045713"	159119	1631712	488	87.33229708	3.0668870468	0.000548848956316	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1055022"	"Alistipes_finegoldii_56071.HMP_SRS1055022"	159087	3818036	1153	95.34388998	7.24760665548	0.000599319177431	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS019267"	"Alistipes_finegoldii_56071.HMP_SRS019267"	159424	2639717	963	112.67481252	6.04049578483	0.000706761921166	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS015694"	"Alistipes_finegoldii_56071.HMP_SRS015694"	159439	2324904	4713	912.21584394	29.5598943797	0.00572140971745	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS893172"	"Alistipes_finegoldii_56071.HMP_SRS893172"	159298	1614855	238	42.38717872	1.49405516705	0.000266087325139	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS055288"	"Alistipes_finegoldii_56071.HMP_SRS055288"	159407	3876253	4837	411.77026246	30.3437113803	0.0025831378952	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS098061"	"Alistipes_finegoldii_56071.HMP_SRS098061"	155036	978333	343	93.2047529	2.21238938053	0.000601181357233	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS047433"	"Alistipes_finegoldii_56071.HMP_SRS047433"	157924	1145918	1288	309.3819757	8.1558217877	0.00195905610104	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS064757"	"Alistipes_finegoldii_56071.HMP_SRS064757"	158595	1241224	1482	345.45143002	9.34455689019	0.00217819874536	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS014855"	"Alistipes_finegoldii_56071.HMP_SRS014855"	159316	3728061	3815	342.37381702	23.9461196616	0.00214902343154	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS015133"	"Alistipes_finegoldii_56071.HMP_SRS015133"	158336	1272434	316	65.83652326	1.99575586095	0.000415802617598	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS045004"	"Alistipes_finegoldii_56071.HMP_SRS045004"	159030	2067048	745	105.9258438	4.68465069484	0.000666074601019	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1055043"	"Alistipes_finegoldii_56071.HMP_SRS1055043"	159206	4921630	1368	87.1374867	8.59264098087	0.000547325394143	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS018888"	"Alistipes_finegoldii_56071.HMP_SRS018888"	159439	7170295	10041	884.39283846	62.9770633283	0.00554690407278	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS014979"	"Alistipes_finegoldii_56071.HMP_SRS014979"	156184	1009602	471	134.96630806	3.01567382062	0.000864149388286	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS076756"	"Alistipes_finegoldii_56071.HMP_SRS076756"	157683	1218781	1354	406.73991414	8.5868482969	0.00257947853694	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS893279"	"Alistipes_finegoldii_56071.HMP_SRS893279"	159435	2012359	407	60.77270904	2.55276444946	0.000381175457334	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1041092"	"Alistipes_finegoldii_56071.HMP_SRS1041092"	159407	2750687	270	32.25352408	1.69377756309	0.000202334427472	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS052697"	"Alistipes_finegoldii_56071.HMP_SRS052697"	159378	1983739	509	76.18623642	3.19366537414	0.000478022289275	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS012849"	"Alistipes_finegoldii_56071.HMP_SRS012849"	159437	3373862	2273	211.25456046	14.2564147594	0.00132500335844	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS063190"	"Alistipes_finegoldii_56071.HMP_SRS063190"	154162	953076	760	214.19606032	4.9298789585	0.0013894219089	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1041142"	"Alistipes_finegoldii_56071.HMP_SRS1041142"	157198	1082764	223	62.09870202	1.41859311187	0.000395034936958	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS076804"	"Alistipes_finegoldii_56071.HMP_SRS076804"	159182	1752025	2069	378.41472608	12.9977007451	0.00237724570668	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS097920"	"Alistipes_finegoldii_56071.HMP_SRS097920"	159428	4368639	2304	164.21457364	14.4516647013	0.00103002341897	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS016203"	"Alistipes_finegoldii_56071.HMP_SRS016203"	159361	1740805	771	127.87815502	4.83807205025	0.000802443226511	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS019582"	"Alistipes_finegoldii_56071.HMP_SRS019582"	159437	3452850	546	51.76931002	3.42455013579	0.000324700728313	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS016335"	"Alistipes_finegoldii_56071.HMP_SRS016335"	159434	2665176	843	97.63991034	5.28745436983	0.000612415860732	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS077231"	"Alistipes_finegoldii_56071.HMP_SRS077231"	148250	811845	555	172.5011063	3.7436762226	0.00116358250455	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS075878"	"Alistipes_finegoldii_56071.HMP_SRS075878"	159439	11205230	7655	268.944781762	48.012092399	0.00168681929617	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS011134"	"Alistipes_finegoldii_56071.HMP_SRS011134"	159435	2668319	1528	180.2208601	9.5838429454	0.00113037200176	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS018656"	"Alistipes_finegoldii_56071.HMP_SRS018656"	159438	9229215	3451	138.69035306	21.6447772802	0.000869870125441	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS054905"	"Alistipes_finegoldii_56071.HMP_SRS054905"	159439	3816627	4252	456.6055067	26.6685064507	0.00286382570576	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS018049"	"Alistipes_finegoldii_56071.HMP_SRS018049"	159439	42310794	173	151.02310644	1.08505447224	0.000947215589913	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS150029"	"Alistipes_finegoldii_56071.HMP_SRS150029"	146500	738516	1056	354.99476792	7.20819112628	0.00242317247727	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS075984"	"Alistipes_finegoldii_56071.HMP_SRS075984"	159439	11180275	6466	190.829375733	40.554694899	0.00119688015939	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS015486"	"Alistipes_finegoldii_56071.HMP_SRS015486"	159239	27152794	3477	400.443709436	21.8351032096	0.00251473388703	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS019445"	"Alistipes_finegoldii_56071.HMP_SRS019445"	159432	2471040	3452	476.0040306	21.6518641176	0.00298562415701	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS016629"	"Alistipes_finegoldii_56071.HMP_SRS016629"	155531	1035865	667	176.4545955	4.2885341186	0.00113453006475	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1041032"	"Alistipes_finegoldii_56071.HMP_SRS1041032"	158952	1361733	176	37.38804492	1.1072525039	0.000235215945191	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS011405"	"Alistipes_finegoldii_56071.HMP_SRS011405"	159102	2311093	944	123.68023732	5.9333006499	0.000777364441176	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS045195"	"Alistipes_finegoldii_56071.HMP_SRS045195"	159411	2364346	2821	381.15117262	17.6963948536	0.00239099668542	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1041118"	"Alistipes_finegoldii_56071.HMP_SRS1041118"	159423	2339619	442	58.54747372	2.77249832207	0.000367246091969	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS098655"	"Alistipes_finegoldii_56071.HMP_SRS098655"	137696	634009	383	127.90106942	2.78148965838	0.000928865540175	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS013098"	"Alistipes_finegoldii_56071.HMP_SRS013098"	159430	12229878	6161	173.126086314	38.6439189613	0.00108590658166	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS011271"	"Alistipes_finegoldii_56071.HMP_SRS011271"	159421	3489168	1675	171.65622392	10.5067713789	0.00107674788089	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS053335"	"Alistipes_finegoldii_56071.HMP_SRS053335"	159439	5711494	1958	117.19530708	12.280558709	0.000735047931058	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS017307"	"Alistipes_finegoldii_56071.HMP_SRS017307"	158467	1249324	243	52.29336492	1.53344229398	0.000329995298201	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1041039"	"Alistipes_finegoldii_56071.HMP_SRS1041039"	159437	4776534	934	74.78225158	5.85811323595	0.000469039505134	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS018427"	"Alistipes_finegoldii_56071.HMP_SRS018427"	154548	982313	250	67.88413316	1.61762041566	0.000439243038797	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS1054691"	"Alistipes_finegoldii_56071.HMP_SRS1054691"	159381	6960313	861	48.94048096	5.40214956613	0.000307065967462	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS016517"	"Alistipes_finegoldii_56071.HMP_SRS016517"	153734	1091870	755	188.57839466	4.91108017745	0.00122665379591	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS104327"	"Alistipes_finegoldii_56071.HMP_SRS104327"	158360	1235672	1334	318.73492766	8.42384440515	0.00201272371596	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS017916"	"Alistipes_finegoldii_56071.HMP_SRS017916"	158137	1895768	1293	211.340619	8.17645459317	0.00133644004249	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS075821"	"Alistipes_finegoldii_56071.HMP_SRS075821"	159439	2083140	2511	370.53094986	15.7489698255	0.00232396684538	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS097958"	"Alistipes_finegoldii_56071.HMP_SRS097958"	159262	1804761	1482	339.06980418	9.30542125554	0.00212900631777	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS014923"	"Alistipes_finegoldii_56071.HMP_SRS014923"	157996	1263166	1053	269.53301314	6.66472568926	0.00170594833502	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
"Alistipes_finegoldii_56071"	"HMP_SRS043768"	"Alistipes_finegoldii_56071.HMP_SRS043768"	155932	1039792	1831	503.38081142	11.7422979247	0.00322820724046	81	159439	4965	1104.09213752785	31.1404361543	0.00692485613637727
