"species_id"	"host"	"sim_within"	"nb_site_within"	"sim_between"	"nb_site_between"	"within_host_relatedness"	"mean_relatedness"	"nb_host"
"Alistipes_finegoldii_56071"	"HMP_SRS018656"	0.999130129874559	159438	0.993075143863623	159439	0.874384375890282	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS054905"	0.99713617429424	159439	0.993075143863623	159439	0.586442570161717	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS018049"	0.999052784410087	159439	0.993075143863623	159439	0.863215123713965	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS150029"	0.99757682752273	146500	0.993075143863623	159439	0.650076127280003	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS075984"	0.99880311984061	159439	0.993075143863623	159439	0.827161729309779	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS015486"	0.99748526611297	159239	0.993075143863623	159439	0.636853988370995	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS019445"	0.99701437584299	159432	0.993075143863623	159439	0.568853980759822	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS016629"	0.99886546993525	155531	0.993075143863623	159439	0.836165540134459	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1041032"	0.999764784054809	158952	0.993075143863623	159439	0.966033092881826	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS011405"	0.999222635558824	159102	0.993075143863623	159439	0.887742874961339	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS045195"	0.99760900331458	159411	0.993075143863623	159439	0.654722547540053	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1041118"	0.999632753908031	159423	0.993075143863623	159439	0.946966971625615	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS098655"	0.999071134459825	137696	0.993075143863623	159439	0.865865005440972	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS013098"	0.99891409341834	159430	0.993075143863623	159439	0.843187127606082	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS011271"	0.99892325211911	159421	0.993075143863623	159439	0.844509711150005	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS053335"	0.999264952068942	159439	0.993075143863623	159439	0.893853689292296	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS017307"	0.999670004701799	158467	0.993075143863623	159439	0.952346259373176	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1041039"	0.999530960494866	159437	0.993075143863623	159439	0.932267256402619	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS018427"	0.999560756961203	154548	0.993075143863623	159439	0.936570084613073	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1054691"	0.999692934032538	159381	0.993075143863623	159439	0.955657422852594	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS016517"	0.99877334620409	153734	0.993075143863623	159439	0.82286219789228	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS104327"	0.99798727628404	158360	0.993075143863623	159439	0.709347937874576	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS017916"	0.99866355995751	158137	0.993075143863623	159439	0.807008258919706	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS075821"	0.99767603315462	159439	0.993075143863623	159439	0.664402147912948	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS097958"	0.99787099368223	159262	0.993075143863623	159439	0.692555877574692	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS014923"	0.99829405166498	157996	0.993075143863623	159439	0.753648552197579	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS043768"	0.99677179275954	155932	0.993075143863623	159439	0.533823204860274	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS077127"	0.99890783209365	159439	0.993075143863623	159439	0.842282946412026	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS011586"	0.999369276813199	159351	0.993075143863623	159439	0.908918947285022	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS015579"	0.99618422467438	159388	0.993075143863623	159439	0.448974065240832	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS893369"	0.99942368236248	157995	0.993075143863623	159439	0.916775507509464	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS019496"	0.9974622581438	159439	0.993075143863623	159439	0.633531468925555	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS013940"	0.99682011166522	159438	0.993075143863623	159439	0.5408008091207	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS018936"	0.99783633448432	157355	0.993075143863623	159439	0.687550835270933	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS015453"	0.99810938739051	157567	0.993075143863623	159439	0.726981676982673	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS046717"	0.99789080092252	153991	0.993075143863623	159439	0.695416188301726	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS018817"	0.999641293533433	155656	0.993075143863623	159439	0.948200156147265	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS020328"	0.99761687004448	159403	0.993075143863623	159439	0.655858561017447	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS143466"	0.99799969781082	159439	0.993075143863623	159439	0.711141697417779	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS016018"	0.999517457448917	159399	0.993075143863623	159439	0.930317317561563	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS012273"	0.99947971096036	159336	0.993075143863623	159439	0.924866447851991	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS018836"	0.99790131210504	159375	0.993075143863623	159439	0.696934080126903	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS019601"	0.999550443550835	159309	0.993075143863623	159439	0.935080752536733	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS077392"	0.99847897420187	159410	0.993075143863623	159439	0.780352722399561	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS063489"	0.99870352959	159439	0.993075143863623	159439	0.81278016691358	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS019381"	0.999690246195646	159073	0.993075143863623	159439	0.955269279497827	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS149784"	0.99639192420616	159428	0.993075143863623	159439	0.478967400508685	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS015264"	0.99888763023669	158940	0.993075143863623	159439	0.83936565014448	0.791098248138982	81
"Alistipes_indistinctus_62207"	"HMP_SRS013638"	0.99788135263362	772320	0.988192603401937	772320	0.820566087639707	0.793601831491528	6
"Alistipes_indistinctus_62207"	"HMP_SRS055288"	0.9964526514444	772320	0.988192603401937	772320	0.699565562472761	0.793601831491528	6
"Alistipes_indistinctus_62207"	"HMP_SRS055017"	0.99579677771921	772320	0.988192603401937	772320	0.644017862372846	0.793601831491528	6
"Alistipes_indistinctus_62207"	"HMP_SRS056481"	0.99845225250122	772320	0.988192603401937	772320	0.868917124454523	0.793601831491528	6
"Alistipes_indistinctus_62207"	"HMP_SRS013098"	0.99889858881389	772320	0.988192603401937	772320	0.90671854062303	0.793601831491528	6
"Alistipes_indistinctus_62207"	"HMP_SRS047433"	0.9978962266915	772320	0.988192603401937	772320	0.821825811386301	0.793601831491528	6
"Alistipes_onderdonkii_55464"	"HMP_SRS1055022"	0.999586222016503	192938	0.99241854281301	195438	0.945422367588247	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS048870"	0.999457664481631	195411	0.99241854281301	195438	0.928465530439225	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS016381"	0.999072785014022	195049	0.99241854281301	195438	0.877699634369866	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS065397"	0.99798198407828	193670	0.99241854281301	195438	0.73382215688257	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS014855"	0.9981846466534	193994	0.99241854281301	195438	0.760553505503494	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS011302"	0.9986840716119	193138	0.99241854281301	195438	0.82642803940669	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS019582"	0.99590263792883	195310	0.99241854281301	195438	0.459554809832417	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS893342"	0.999698282622392	195295	0.99241854281301	195438	0.960203247190296	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS014613"	0.999777425628715	195327	0.99241854281301	195438	0.970642270239685	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS020233"	0.999255754784393	195438	0.99241854281301	195438	0.901833486986618	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS017247"	0.999055161868716	194754	0.99241854281301	195438	0.875375128028763	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS018351"	0.99782813197829	195438	0.99241854281301	195438	0.713528947253424	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS1041118"	0.999709929121934	195384	0.99241854281301	195438	0.961739429385188	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS015960"	0.999530941063445	194947	0.99241854281301	195438	0.93813076761022	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS014287"	0.99877171481838	190751	0.99241854281301	195438	0.837988245356336	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS013098"	0.999110115877158	195438	0.99241854281301	195438	0.882623603761941	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS020394"	0.999227542038633	191805	0.99241854281301	195438	0.898112204248459	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS1055056"	0.999797020295126	194832	0.99241854281301	195438	0.973226821722034	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS021948"	0.99947117868287	195438	0.99241854281301	195438	0.93024806391607	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS104327"	0.99790023883474	195321	0.99241854281301	195438	0.723039896754494	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS057480"	0.99748883059417	195400	0.99241854281301	195438	0.668774835246798	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS011586"	0.99949594923454	195438	0.99241854281301	195438	0.933515318621728	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS016267"	0.999350911630653	195296	0.99241854281301	195438	0.91438474776843	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS051610"	0.99840338595851	195438	0.99241854281301	195438	0.789405387102896	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS016018"	0.999733912908697	195438	0.99241854281301	195438	0.964902909198027	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS012273"	0.999551136013357	195434	0.99241854281301	195438	0.94079449694535	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS018836"	0.99792655418469	195436	0.99241854281301	195438	0.726510911534499	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS017307"	0.999670369274208	192879	0.99241854281301	195438	0.956521455221349	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS014459"	0.999208718575825	192687	0.99241854281301	195438	0.895629375111046	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS018936"	0.99821416394371	188462	0.99241854281301	195438	0.764446858665288	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS077454"	0.9989137290617	195438	0.99241854281301	195438	0.856720032639083	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS015694"	0.99738884937622	184375	0.99241854281301	195438	0.655587236150196	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS055288"	0.99750771766289	195438	0.99241854281301	195438	0.671266054052651	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS018888"	0.99753199670414	195427	0.99241854281301	195438	0.674468478158082	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS148511"	0.99765768295365	195438	0.99241854281301	195438	0.691046590572372	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS016897"	0.99892569379876	193771	0.99241854281301	195438	0.858298190605936	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS075773"	0.999074337991184	193955	0.99241854281301	195438	0.877904473244989	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS1041132"	0.999637183301712	195438	0.99241854281301	195438	0.952144200074018	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS015190"	0.999754195294503	195142	0.99241854281301	195438	0.967578171394441	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS054905"	0.99804268896131	195380	0.99241854281301	195438	0.741829177371214	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS1041033"	0.99974788736115	194850	0.99241854281301	195438	0.96674615016191	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS1041032"	0.999805292097641	195432	0.99241854281301	195438	0.974317878798667	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS045826"	0.99759238668611	195438	0.99241854281301	195438	0.682433962956142	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS098655"	0.999039620144398	195432	0.99241854281301	195438	0.873325162707488	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS018427"	0.999580814888872	194865	0.99241854281301	195438	0.944709163319236	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS049959"	0.999476768734886	195437	0.99241854281301	195438	0.930985396051314	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS043768"	0.99677673607714	195281	0.99241854281301	195438	0.574849023959221	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS015246"	0.99756599985083	193610	0.99241854281301	195438	0.678953519206452	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS018817"	0.999679545076785	194438	0.99241854281301	195438	0.957731750597378	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS077589"	0.99753110826799	192395	0.99241854281301	195438	0.674351292750571	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS015453"	0.99753973304069	195436	0.99241854281301	195438	0.675488906864495	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS017521"	0.999702268924979	195438	0.99241854281301	195438	0.960729043549584	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS065176"	0.999092866041814	195438	0.99241854281301	195438	0.880348337290264	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS063518"	0.99844707596034	195437	0.99241854281301	195438	0.795168131751115	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS018656"	0.999451409348785	195424	0.99241854281301	195438	0.927640473633951	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS054590"	0.999587966622324	195107	0.99241854281301	195438	0.945652482430011	0.846581166626161	98
"Alistipes_onderdonkii_55464"	"HMP_SRS019267"	0.999546230158982	191594	0.99241854281301	195438	0.940147411002112	0.846581166626161	98
