species_id	total_cds	annotated_cds	biofilm	ab_degradation	quorum_sensing	siderophores	secretion_system_no4	gram_profile	nb_extracellular	sporulation_score	host	sim_within	nb_site_within	sim_between	nb_site_between	within_host_relatedness	mean_relatedness	nb_host	species.host	within_host_relative_abundance
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS075716	0.998537327	799338	0.990274268	800153	0.849607923	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS075716	0.020704596
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS054905	0.997611295	800140	0.990274268	800153	0.754393308	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS054905	0.045913661
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS056481	0.998632873	799583	0.990274268	800153	0.859431979	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS056481	0.050725985
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS893382	0.999589306	798022	0.990274268	800153	0.957772392	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS893382	0.015649225
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS893383	0.999395722	796571	0.990274268	800153	0.93786814	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS893383	0.020644194
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS1041036	0.999802964	791830	0.990274268	800153	0.979740743	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS1041036	0.013494445
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS1041031	0.999741025	797782	0.990274268	800153	0.973372196	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS1041031	0.076799453
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS1041033	0.999735027	800072	0.990274268	800153	0.972755471	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS1041033	0.291115497
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS018623	0.997509507	799787	0.990274268	800153	0.74392743	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS018623	0.015094976
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS013687	0.999523435	798643	0.990274268	800153	0.950999582	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS013687	0.030384062
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS013098	0.998761691	799991	0.990274268	800153	0.872677026	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS013098	0.022522285
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS1055056	0.999796479	796855	0.990274268	800153	0.979074006	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS1055056	0.029834724
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS019693	0.99770691	784880	0.990274268	800153	0.764224396	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS019693	0.009292557
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS893170	0.999471074	771024	0.990274268	800153	0.945615791	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS893170	0.009850896
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS021948	0.9992692	800110	0.990274268	800153	0.924859091	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS021948	0.015850959
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS075821	0.99736877	799744	0.990274268	800153	0.72945684	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS075821	0.020939119
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS019968	0.999477074	792674	0.990274268	800153	0.946232706	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS019968	0.006250047
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS020869	0.999326798	795907	0.990274268	800153	0.930781361	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS020869	0.011817173
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS013940	0.997041542	783502	0.990274268	800153	0.695811276	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS013940	0.014714139
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS097920	0.998801128	796053	0.990274268	800153	0.876731965	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS097920	0.010343582
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS018936	0.997262854	800089	0.990274268	800153	0.718566585	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS018936	0.054650048
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS020328	0.999089131	800076	0.990274268	800153	0.906344414	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS020328	0.057422211
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS017521	0.999638834	797996	0.990274268	800153	0.96286488	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS017521	0.006596892
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS016018	0.99967255	799875	0.990274268	800153	0.966331563	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS016018	0.008880251
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS018836	0.997985107	773600	0.990274268	800153	0.792828652	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS018836	0.008111859
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS019601	0.999543082	799573	0.990274268	800153	0.95301965	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS019601	0.021274176
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS077392	0.998572843	800137	0.990274268	800153	0.853259721	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS077392	0.144180792
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS1041142	0.999755489	798905	0.990274268	800153	0.974859327	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS1041142	0.063222639
Akkermansia_muciniphila_55290	2498	1681	4	4	0	0	3	n	22	0.196969697	HMP_SRS023715	0.998818066	800136	0.990274268	800153	0.878473547	0.882139242	43	Akkermansia_muciniphila_55290.HMP_SRS023715	0.047451746
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS046502	0.997592791	159082	0.993075144	159439	0.65238138	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS046502	0.037837515
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS893259	0.9998671	150016	0.993075144	159439	0.980808243	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS893259	0.006583258
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS075773	0.998774218	159220	0.993075144	159439	0.822988026	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS075773	0.014173599
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS045713	0.999451151	159119	0.993075144	159439	0.920742186	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS045713	0.005418766
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1055022	0.999400681	159087	0.993075144	159439	0.913453916	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1055022	0.017670364
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS019267	0.999293238	159424	0.993075144	159439	0.897938397	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS019267	0.008254266
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS015694	0.99427859	159439	0.993075144	159439	0.173786487	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS015694	0.023693076
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS893172	0.999733913	159298	0.993075144	159439	0.961575039	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS893172	0.024313732
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS055288	0.997416862	159407	0.993075144	159439	0.626975948	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS055288	0.023950141
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS098061	0.999398819	155036	0.993075144	159439	0.913185004	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS098061	0.012620907
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS047433	0.998040944	157924	0.993075144	159439	0.717097935	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS047433	0.012263276
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS064757	0.997821801	158595	0.993075144	159439	0.68545213	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS064757	0.010346695
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS014855	0.997850977	159316	0.993075144	159439	0.68966526	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS014855	0.025060058
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS015133	0.999584197	158336	0.993075144	159439	0.939955053	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS015133	0.007178876
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS045004	0.999333925	159030	0.993075144	159439	0.903813944	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS045004	0.006010234
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1055043	0.999452675	159206	0.993075144	159439	0.9209622	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1055043	0.047933795
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS018888	0.994453096	159439	0.993075144	159439	0.198986381	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS018888	0.048167907
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS014979	0.999135851	156184	0.993075144	159439	0.875210492	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS014979	0.00566973
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS076756	0.997420521	157683	0.993075144	159439	0.627504386	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS076756	0.007016668
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS893279	0.999618825	159435	0.993075144	159439	0.944955469	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS893279	0.025702928
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1041092	0.999797666	159407	0.993075144	159439	0.970781425	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1041092	0.037968337
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS052697	0.999521978	159378	0.993075144	159439	0.930970077	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS052697	0.007998054
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS012849	0.998674997	159437	0.993075144	159439	0.8086598	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS012849	0.025688603
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS063190	0.998610578	154162	0.993075144	159439	0.799357289	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS063190	0.008331576
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1041142	0.999604965	157198	0.993075144	159439	0.942954059	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1041142	0.008362543
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS076804	0.997622754	159182	0.993075144	159439	0.65670829	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS076804	0.016928223
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS097920	0.998969977	159428	0.993075144	159439	0.851257066	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS097920	0.02458244
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS016203	0.999197557	159361	0.993075144	159439	0.884121314	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS016203	0.023401309
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS019582	0.999675299	159437	0.993075144	159439	0.953110834	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS019582	0.022576706
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS016335	0.999387584	159434	0.993075144	159439	0.911562659	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS016335	0.017065448
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS077231	0.998836417	148250	0.993075144	159439	0.831970155	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS077231	0.00646691
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS075878	0.998313181	159439	0.993075144	159439	0.756410926	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS075878	0.055635179
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS011134	0.998869628	159435	0.993075144	159439	0.836765995	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS011134	0.013487338
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS018656	0.99913013	159438	0.993075144	159439	0.874384376	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS018656	0.094710226
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS054905	0.997136174	159439	0.993075144	159439	0.58644257	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS054905	0.034821076
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS018049	0.999052784	159439	0.993075144	159439	0.863215124	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS018049	0.456596779
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS150029	0.997576828	146500	0.993075144	159439	0.650076127	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS150029	0.007438198
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS075984	0.99880312	159439	0.993075144	159439	0.827161729	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS075984	0.06849724
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS015486	0.997485266	159239	0.993075144	159439	0.636853988	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS015486	0.162250878
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS019445	0.997014376	159432	0.993075144	159439	0.568853981	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS019445	0.019694966
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS016629	0.99886547	155531	0.993075144	159439	0.83616554	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS016629	0.048503481
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1041032	0.999764784	158952	0.993075144	159439	0.966033093	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1041032	0.025222237
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS011405	0.999222636	159102	0.993075144	159439	0.887742875	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS011405	0.007763744
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS045195	0.997609003	159411	0.993075144	159439	0.654722548	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS045195	0.01552264
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1041118	0.999632754	159423	0.993075144	159439	0.946966972	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1041118	0.016928266
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS098655	0.999071134	137696	0.993075144	159439	0.865865005	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS098655	0.006322892
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS013098	0.998914093	159430	0.993075144	159439	0.843187128	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS013098	0.032771066
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS011271	0.998923252	159421	0.993075144	159439	0.844509711	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS011271	0.008926876
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS053335	0.999264952	159439	0.993075144	159439	0.893853689	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS053335	0.020903522
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS017307	0.999670005	158467	0.993075144	159439	0.952346259	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS017307	0.00341606
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1041039	0.99953096	159437	0.993075144	159439	0.932267256	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1041039	0.042772097
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS018427	0.999560757	154548	0.993075144	159439	0.936570085	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS018427	0.003373684
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS1054691	0.999692934	159381	0.993075144	159439	0.955657423	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS1054691	0.148098426
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS016517	0.998773346	153734	0.993075144	159439	0.822862198	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS016517	0.003203064
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS104327	0.997987276	158360	0.993075144	159439	0.709347938	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS104327	0.007641343
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS017916	0.99866356	158137	0.993075144	159439	0.807008259	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS017916	0.026407273
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS075821	0.997676033	159439	0.993075144	159439	0.664402148	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS075821	0.014992081
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS097958	0.997870994	159262	0.993075144	159439	0.692555878	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS097958	0.00757076
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS014923	0.998294052	157996	0.993075144	159439	0.753648552	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS014923	0.004915426
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS043768	0.996771793	155932	0.993075144	159439	0.533823205	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS043768	0.006460903
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS077127	0.998907832	159439	0.993075144	159439	0.842282946	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS077127	0.024243476
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS011586	0.999369277	159351	0.993075144	159439	0.908918947	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS011586	0.008622395
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS015579	0.996184225	159388	0.993075144	159439	0.448974065	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS015579	0.026517464
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS893369	0.999423682	157995	0.993075144	159439	0.916775508	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS893369	0.013605204
Alistipes_finegoldii_56071	3021	2123	4	2	0	3	0	n	37	0.121212121	HMP_SRS019496	0.997462258	159439	0.993075144	159439	0.633531469	0.791098248	81	Alistipes_finegoldii_56071.HMP_SRS019496	0.087863214
