species	score_30_raw	score_25_raw	score_20_raw	score_10_raw
Clostridiales_bacterium_56470	0.53030303030303	0.575757575757576	0.636363636363636	0.666666666666667
Clostridium_leptum_61499	0.545454545454545	0.606060606060606	0.666666666666667	0.757575757575758
Clostridium_nexile_61654	0.5	0.575757575757576	0.590909090909091	0.666666666666667
Clostridium_sp_61482	0.439393939393939	0.46969696969697	0.545454545454545	0.560606060606061
Collinsella_sp_62205	0.166666666666667	0.166666666666667	0.196969696969697	0.227272727272727
Coprobacillus_sp_47700	0.424242424242424	0.439393939393939	0.46969696969697	0.545454545454545
Coprobacter_fastidiosus_56550	0.151515151515152	0.166666666666667	0.181818181818182	0.196969696969697
Coprobacter_sp_60889	0.136363636363636	0.166666666666667	0.181818181818182	0.196969696969697
Coprococcus_comes_61587	0.439393939393939	0.454545454545455	0.484848484848485	0.53030303030303
Coprococcus_eutactus_61480	0.454545454545455	0.484848484848485	0.484848484848485	0.53030303030303
Coprococcus_sp_62244	0.393939393939394	0.409090909090909	0.424242424242424	0.484848484848485
Dialister_invisus_61905	0.181818181818182	0.196969696969697	0.196969696969697	0.257575757575758
Dialister_succinatiphilus_62213	0.227272727272727	0.227272727272727	0.227272727272727	0.272727272727273
Dorea_formicigenerans_56346	0.46969696969697	0.515151515151515	0.560606060606061	0.651515151515151
Dorea_longicatena_61473	0.454545454545455	0.5	0.53030303030303	0.621212121212121
Erysipelotrichaceae_bacterium_55770	0.409090909090909	0.424242424242424	0.454545454545455	0.545454545454545
Escherichia_coli_58110	0.181818181818182	0.212121212121212	0.242424242424242	0.257575757575758
Eubacterium_eligens_61678	0.46969696969697	0.5	0.515151515151515	0.545454545454545
Eubacterium_hallii_61477	0.454545454545455	0.515151515151515	0.575757575757576	0.666666666666667
Eubacterium_ramulus_59802	0.484848484848485	0.5	0.515151515151515	0.590909090909091
Eubacterium_rectale_56927	0.424242424242424	0.439393939393939	0.484848484848485	0.53030303030303
Eubacterium_siraeum_57634	0.424242424242424	0.46969696969697	0.484848484848485	0.575757575757576
Eubacterium_ventriosum_61474	0.439393939393939	0.454545454545455	0.484848484848485	0.53030303030303
Faecalibacterium_cf_62236	0.393939393939394	0.439393939393939	0.46969696969697	0.5
Faecalibacterium_prausnitzii_57453	0.424242424242424	0.439393939393939	0.46969696969697	0.5
Faecalibacterium_prausnitzii_61481	0.409090909090909	0.454545454545455	0.46969696969697	0.5
Faecalibacterium_prausnitzii_62201	0.409090909090909	0.439393939393939	0.46969696969697	0.5
Guyana_massiliensis_60772	0.333333333333333	0.348484848484849	0.424242424242424	0.46969696969697
Lachnospiraceae_bacterium_51870	0.46969696969697	0.5	0.560606060606061	0.681818181818182
Lachnospiraceae_bacterium_56833	0.46969696969697	0.484848484848485	0.53030303030303	0.606060606060606
Odoribacter_laneus_62216	0.196969696969697	0.196969696969697	0.212121212121212	0.212121212121212
Odoribacter_splanchnicus_62174	0.196969696969697	0.196969696969697	0.212121212121212	0.212121212121212
Oscillibacter_sp_60799	0.46969696969697	0.515151515151515	0.545454545454545	0.606060606060606
Oscillospiraceae_bacterium_54867	0.53030303030303	0.606060606060606	0.636363636363636	0.696969696969697
Parabacteroides_distasonis_56985	0.166666666666667	0.181818181818182	0.196969696969697	0.196969696969697
Parabacteroides_goldsteinii_56831	0.212121212121212	0.212121212121212	0.227272727272727	0.242424242424242
Parabacteroides_johnsonii_55217	0.181818181818182	0.196969696969697	0.212121212121212	0.212121212121212
Parabacteroides_merdae_56972	0.166666666666667	0.196969696969697	0.212121212121212	0.212121212121212
Paraprevotella_clara_33712	0.136363636363636	0.151515151515152	0.166666666666667	0.212121212121212
Paraprevotella_xylaniphila_62280	0.136363636363636	0.151515151515152	0.166666666666667	0.227272727272727
Phascolarctobacterium_sp_59817	0.227272727272727	0.272727272727273	0.287878787878788	0.287878787878788
Phascolarctobacterium_sp_59818	0.212121212121212	0.212121212121212	0.227272727272727	0.257575757575758
Phascolarctobacterium_succinatutens_61948	0.212121212121212	0.212121212121212	0.242424242424242	0.257575757575758
Prevotella_copri_61740	0.121212121212121	0.136363636363636	0.151515151515152	0.166666666666667
Prevotella_stercorea_58308	0.136363636363636	0.151515151515152	0.181818181818182	0.196969696969697
Roseburia_hominis_61877	0.5	0.545454545454545	0.545454545454545	0.651515151515151
Roseburia_intestinalis_56239	0.53030303030303	0.560606060606061	0.621212121212121	0.666666666666667
Roseburia_inulinivorans_61943	0.5	0.545454545454545	0.545454545454545	0.651515151515151
Ruminococcus_bicirculans_59300	0.378787878787879	0.454545454545455	0.5	0.590909090909091
Ruminococcus_bromii_62047	0.515151515151515	0.53030303030303	0.575757575757576	0.651515151515151
Ruminococcus_champanellensis_61009	0.439393939393939	0.484848484848485	0.53030303030303	0.575757575757576
Ruminococcus_gnavus_57638	0.515151515151515	0.560606060606061	0.590909090909091	0.681818181818182
Ruminococcus_lactaris_55568	0.46969696969697	0.5	0.575757575757576	0.651515151515151
Ruminococcus_obeum_61472	0.424242424242424	0.484848484848485	0.484848484848485	0.560606060606061
Ruminococcus_sp_55468	0.46969696969697	0.484848484848485	0.515151515151515	0.545454545454545
Ruminococcus_torques_62045	0.46969696969697	0.484848484848485	0.515151515151515	0.651515151515151
Subdoligranulum_sp_62068	0.5	0.560606060606061	0.560606060606061	0.606060606060606
Sutterella_wadsworthensis_56828	0.151515151515152	0.212121212121212	0.227272727272727	0.257575757575758
Sutterella_wadsworthensis_62218	0.151515151515152	0.181818181818182	0.212121212121212	0.242424242424242
